STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,purchase,Purchases,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2022-Q2,,TOTAL,Total,0.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2022-Q3,,TOTAL,Total,1.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2022-Q4,,TOTAL,Total,-13.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2023-Q1,,TOTAL,Total,-10.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2023-Q2,,TOTAL,Total,-14.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2023-Q3,,TOTAL,Total,-21.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2023-Q4,,TOTAL,Total,-2.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2024-Q1,,TOTAL,Total,-1.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2024-Q2,,TOTAL,Total,-1.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2024-Q3,,TOTAL,Total,4.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2024-Q4,,TOTAL,Total,0.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2025-Q1,,TOTAL,Total,1.1,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2025-Q2,,TOTAL,Total,-2.4,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2025-Q3,,TOTAL,Total,7.7,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,MT,Malta,2025-Q4,,TOTAL,Total,9.7,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q1,,DW_EXST,Purchases of existing dwellings,24.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q2,,DW_EXST,Purchases of existing dwellings,23.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q3,,DW_EXST,Purchases of existing dwellings,20.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q4,,DW_EXST,Purchases of existing dwellings,16.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q1,,DW_EXST,Purchases of existing dwellings,30.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q2,,DW_EXST,Purchases of existing dwellings,16.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q3,,DW_EXST,Purchases of existing dwellings,1.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q4,,DW_EXST,Purchases of existing dwellings,8.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q1,,DW_EXST,Purchases of existing dwellings,-6.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q2,,DW_EXST,Purchases of existing dwellings,-9.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q3,,DW_EXST,Purchases of existing dwellings,-7.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q4,,DW_EXST,Purchases of existing dwellings,-14.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q1,,DW_EXST,Purchases of existing dwellings,-9.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q2,,DW_EXST,Purchases of existing dwellings,-0.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q3,,DW_EXST,Purchases of existing dwellings,3.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q4,,DW_EXST,Purchases of existing dwellings,5.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q1,,DW_EXST,Purchases of existing dwellings,8.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q2,,DW_EXST,Purchases of existing dwellings,4.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q3,,DW_EXST,Purchases of existing dwellings,5.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q4,,DW_EXST,Purchases of existing dwellings,11.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q1,,DW_EXST,Purchases of existing dwellings,29.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q2,,DW_EXST,Purchases of existing dwellings,-3.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q3,,DW_EXST,Purchases of existing dwellings,-13.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q4,,DW_EXST,Purchases of existing dwellings,-21.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q1,,DW_EXST,Purchases of existing dwellings,-34.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q2,,DW_EXST,Purchases of existing dwellings,-10.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q3,,DW_EXST,Purchases of existing dwellings,-6.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q4,,DW_EXST,Purchases of existing dwellings,-2.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q1,,DW_EXST,Purchases of existing dwellings,-7.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q2,,DW_EXST,Purchases of existing dwellings,-6.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q3,,DW_EXST,Purchases of existing dwellings,-6.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q4,,DW_EXST,Purchases of existing dwellings,-1.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q1,,DW_EXST,Purchases of existing dwellings,9.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q2,,DW_EXST,Purchases of existing dwellings,7.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q3,,DW_EXST,Purchases of existing dwellings,15.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q4,,DW_EXST,Purchases of existing dwellings,18.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q1,,DW_EXST,Purchases of existing dwellings,15.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q2,,DW_EXST,Purchases of existing dwellings,19.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q3,,DW_EXST,Purchases of existing dwellings,15.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q4,,DW_EXST,Purchases of existing dwellings,12.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q1,,DW_NEW,Purchases of newly built dwellings,10.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q2,,DW_NEW,Purchases of newly built dwellings,2.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q3,,DW_NEW,Purchases of newly built dwellings,3.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q4,,DW_NEW,Purchases of newly built dwellings,5.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q1,,DW_NEW,Purchases of newly built dwellings,21.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q2,,DW_NEW,Purchases of newly built dwellings,10.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q3,,DW_NEW,Purchases of newly built dwellings,2.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q4,,DW_NEW,Purchases of newly built dwellings,15.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q1,,DW_NEW,Purchases of newly built dwellings,-9.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q2,,DW_NEW,Purchases of newly built dwellings,-6.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q3,,DW_NEW,Purchases of newly built dwellings,-8.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q4,,DW_NEW,Purchases of newly built dwellings,-13.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q1,,DW_NEW,Purchases of newly built dwellings,-6.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q2,,DW_NEW,Purchases of newly built dwellings,-10.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q3,,DW_NEW,Purchases of newly built dwellings,-5.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q4,,DW_NEW,Purchases of newly built dwellings,-20.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q1,,DW_NEW,Purchases of newly built dwellings,13.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q2,,DW_NEW,Purchases of newly built dwellings,26.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q3,,DW_NEW,Purchases of newly built dwellings,22.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q4,,DW_NEW,Purchases of newly built dwellings,53.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q1,,DW_NEW,Purchases of newly built dwellings,4.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q2,,DW_NEW,Purchases of newly built dwellings,9.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q3,,DW_NEW,Purchases of newly built dwellings,11.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q4,,DW_NEW,Purchases of newly built dwellings,-0.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q1,,DW_NEW,Purchases of newly built dwellings,0.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q2,,DW_NEW,Purchases of newly built dwellings,-13.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q3,,DW_NEW,Purchases of newly built dwellings,-32.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q4,,DW_NEW,Purchases of newly built dwellings,-49.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q1,,DW_NEW,Purchases of newly built dwellings,-51.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q2,,DW_NEW,Purchases of newly built dwellings,-55.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q3,,DW_NEW,Purchases of newly built dwellings,-27.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2023-Q4,,DW_NEW,Purchases of newly built dwellings,16.9,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q1,,DW_NEW,Purchases of newly built dwellings,43.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q2,,DW_NEW,Purchases of newly built dwellings,88.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q3,,DW_NEW,Purchases of newly built dwellings,73.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2024-Q4,,DW_NEW,Purchases of newly built dwellings,40.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q1,,DW_NEW,Purchases of newly built dwellings,28.4,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q2,,DW_NEW,Purchases of newly built dwellings,0.3,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q3,,DW_NEW,Purchases of newly built dwellings,-12.7,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2025-Q4,,DW_NEW,Purchases of newly built dwellings,-7.6,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q1,,TOTAL,Total,22.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q2,,TOTAL,Total,20.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q3,,TOTAL,Total,18.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2016-Q4,,TOTAL,Total,14.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q1,,TOTAL,Total,29.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q2,,TOTAL,Total,15.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q3,,TOTAL,Total,1.3,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2017-Q4,,TOTAL,Total,9.6,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q1,,TOTAL,Total,-7.1,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q2,,TOTAL,Total,-9.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q3,,TOTAL,Total,-7.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2018-Q4,,TOTAL,Total,-14.5,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q1,,TOTAL,Total,-8.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q2,,TOTAL,Total,-2.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q3,,TOTAL,Total,2.7,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2019-Q4,,TOTAL,Total,2.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q1,,TOTAL,Total,9.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q2,,TOTAL,Total,7.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q3,,TOTAL,Total,7.0,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2020-Q4,,TOTAL,Total,16.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q1,,TOTAL,Total,26.4,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q2,,TOTAL,Total,-2.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q3,,TOTAL,Total,-10.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2021-Q4,,TOTAL,Total,-18.2,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q1,,TOTAL,Total,-30.8,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,RCH_A,Annual rate of change,NL,Netherlands,2022-Q2,,TOTAL,Total,-10.8,,,,,
