STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,purchase,Purchases,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q1,,DW_EXST,Purchases of existing dwellings,78.80,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q2,,DW_EXST,Purchases of existing dwellings,99.28,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q3,,DW_EXST,Purchases of existing dwellings,98.00,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q4,,DW_EXST,Purchases of existing dwellings,123.92,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q1,,DW_EXST,Purchases of existing dwellings,78.19,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q2,,DW_EXST,Purchases of existing dwellings,96.63,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q3,,DW_EXST,Purchases of existing dwellings,89.56,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q4,,DW_EXST,Purchases of existing dwellings,103.59,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q1,,DW_EXST,Purchases of existing dwellings,87.50,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q2,,DW_EXST,Purchases of existing dwellings,98.66,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q3,,DW_EXST,Purchases of existing dwellings,93.27,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q4,,DW_EXST,Purchases of existing dwellings,104.92,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q1,,DW_EXST,Purchases of existing dwellings,87.62,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q2,,DW_EXST,Purchases of existing dwellings,95.15,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q3,,DW_EXST,Purchases of existing dwellings,95.18,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q4,,DW_EXST,Purchases of existing dwellings,109.45,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q1,,DW_EXST,Purchases of existing dwellings,88.15,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q2,,DW_EXST,Purchases of existing dwellings,100.88,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q3,,DW_EXST,Purchases of existing dwellings,100.56,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q4,,DW_EXST,Purchases of existing dwellings,115.13,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q1,,DW_EXST,Purchases of existing dwellings,86.51,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q2,,DW_EXST,Purchases of existing dwellings,90.85,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q3,,DW_EXST,Purchases of existing dwellings,111.07,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q4,,DW_EXST,Purchases of existing dwellings,123.12,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q1,,DW_EXST,Purchases of existing dwellings,104.13,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q2,,DW_EXST,Purchases of existing dwellings,109.86,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q3,,DW_EXST,Purchases of existing dwellings,99.57,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q4,,DW_EXST,Purchases of existing dwellings,118.34,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q1,,DW_EXST,Purchases of existing dwellings,97.60,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q2,,DW_EXST,Purchases of existing dwellings,103.31,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q3,,DW_EXST,Purchases of existing dwellings,89.04,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q4,,DW_EXST,Purchases of existing dwellings,89.50,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q1,,DW_EXST,Purchases of existing dwellings,72.17,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q2,,DW_EXST,Purchases of existing dwellings,76.71,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q3,,DW_EXST,Purchases of existing dwellings,75.01,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q4,,DW_EXST,Purchases of existing dwellings,84.32,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q1,,DW_EXST,Purchases of existing dwellings,68.93,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q2,,DW_EXST,Purchases of existing dwellings,89.04,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q3,,DW_EXST,Purchases of existing dwellings,87.52,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q4,,DW_EXST,Purchases of existing dwellings,99.43,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q1,,DW_EXST,Purchases of existing dwellings,89.57,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q2,,DW_EXST,Purchases of existing dwellings,100.19,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q3,,DW_EXST,Purchases of existing dwellings,103.75,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q4,,DW_EXST,Purchases of existing dwellings,107.31,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q1,,DW_NEW,Purchases of newly built dwellings,97.87,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q2,,DW_NEW,Purchases of newly built dwellings,104.76,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q3,,DW_NEW,Purchases of newly built dwellings,91.55,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q4,,DW_NEW,Purchases of newly built dwellings,105.82,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q1,,DW_NEW,Purchases of newly built dwellings,94.56,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q2,,DW_NEW,Purchases of newly built dwellings,108.90,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q3,,DW_NEW,Purchases of newly built dwellings,100.27,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q4,,DW_NEW,Purchases of newly built dwellings,109.47,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q1,,DW_NEW,Purchases of newly built dwellings,103.35,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q2,,DW_NEW,Purchases of newly built dwellings,111.23,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q3,,DW_NEW,Purchases of newly built dwellings,108.03,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q4,,DW_NEW,Purchases of newly built dwellings,122.60,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q1,,DW_NEW,Purchases of newly built dwellings,105.71,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q2,,DW_NEW,Purchases of newly built dwellings,121.12,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q3,,DW_NEW,Purchases of newly built dwellings,107.08,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q4,,DW_NEW,Purchases of newly built dwellings,126.71,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q1,,DW_NEW,Purchases of newly built dwellings,125.11,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q2,,DW_NEW,Purchases of newly built dwellings,154.72,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q3,,DW_NEW,Purchases of newly built dwellings,153.42,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q4,,DW_NEW,Purchases of newly built dwellings,167.92,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q1,,DW_NEW,Purchases of newly built dwellings,140.56,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q2,,DW_NEW,Purchases of newly built dwellings,158.90,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q3,,DW_NEW,Purchases of newly built dwellings,180.33,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q4,,DW_NEW,Purchases of newly built dwellings,209.89,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q1,,DW_NEW,Purchases of newly built dwellings,185.62,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q2,,DW_NEW,Purchases of newly built dwellings,200.68,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q3,,DW_NEW,Purchases of newly built dwellings,186.64,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q4,,DW_NEW,Purchases of newly built dwellings,169.37,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q1,,DW_NEW,Purchases of newly built dwellings,164.23,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q2,,DW_NEW,Purchases of newly built dwellings,164.46,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q3,,DW_NEW,Purchases of newly built dwellings,115.72,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2022-Q4,,DW_NEW,Purchases of newly built dwellings,87.98,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q1,,DW_NEW,Purchases of newly built dwellings,67.47,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q2,,DW_NEW,Purchases of newly built dwellings,65.49,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q3,,DW_NEW,Purchases of newly built dwellings,60.39,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2023-Q4,,DW_NEW,Purchases of newly built dwellings,60.24,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q1,,DW_NEW,Purchases of newly built dwellings,50.00,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q2,,DW_NEW,Purchases of newly built dwellings,70.89,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q3,,DW_NEW,Purchases of newly built dwellings,66.25,,p,provisional,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2024-Q4,,DW_NEW,Purchases of newly built dwellings,74.70,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q1,,DW_NEW,Purchases of newly built dwellings,81.28,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q2,,DW_NEW,Purchases of newly built dwellings,84.86,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q3,,DW_NEW,Purchases of newly built dwellings,88.55,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2025-Q4,,DW_NEW,Purchases of newly built dwellings,84.63,,ep,"estimated, provisional",,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q1,,TOTAL,Total,82.48,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q2,,TOTAL,Total,100.34,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q3,,TOTAL,Total,96.76,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2015-Q4,,TOTAL,Total,120.43,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q1,,TOTAL,Total,81.35,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q2,,TOTAL,Total,99.00,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q3,,TOTAL,Total,91.62,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2016-Q4,,TOTAL,Total,104.73,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q1,,TOTAL,Total,90.56,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q2,,TOTAL,Total,101.09,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q3,,TOTAL,Total,96.12,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2017-Q4,,TOTAL,Total,108.33,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q1,,TOTAL,Total,91.11,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q2,,TOTAL,Total,100.16,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q3,,TOTAL,Total,97.47,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2018-Q4,,TOTAL,Total,112.78,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q1,,TOTAL,Total,95.28,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q2,,TOTAL,Total,111.27,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q3,,TOTAL,Total,110.76,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2019-Q4,,TOTAL,Total,125.31,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q1,,TOTAL,Total,96.94,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q2,,TOTAL,Total,103.98,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q3,,TOTAL,Total,124.43,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2020-Q4,,TOTAL,Total,139.86,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q1,,TOTAL,Total,119.85,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q2,,TOTAL,Total,127.38,,,,,
dataflow,ESTAT:PRC_HPI_HSNQ(1.0),"House sales - number and index (2015=100), quarterly data",Q,Quarterly,I15_Q,"Quarterly index, 2015=100",AT,Austria,2021-Q3,,TOTAL,Total,116.37,,,,,
