STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,purchase,Purchases,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2012-Q2,,-0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2012-Q3,,0.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2012-Q4,,1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2013-Q1,,-8.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2013-Q2,,2.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2013-Q3,,1.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2013-Q4,,2.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2014-Q1,,-2.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2014-Q2,,-2.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2014-Q3,,5.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2014-Q4,,-3.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2015-Q1,,-1.8,,b,break in time series,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2015-Q2,,0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2015-Q3,,0.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2015-Q4,,-1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2016-Q1,,-1.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2016-Q2,,1.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2016-Q3,,1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2016-Q4,,0.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2017-Q1,,-0.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2017-Q2,,-0.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2017-Q3,,0.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2017-Q4,,0.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2018-Q1,,0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2018-Q2,,-3.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2018-Q3,,0.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2018-Q4,,0.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2019-Q1,,-0.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2019-Q2,,3.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2019-Q3,,-1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2019-Q4,,1.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2020-Q1,,1.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2020-Q2,,-0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2020-Q3,,-0.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2020-Q4,,1.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2021-Q1,,-0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2021-Q2,,-0.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2021-Q3,,2.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2021-Q4,,-0.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2022-Q1,,1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2022-Q2,,1.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2022-Q3,,2.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2022-Q4,,0.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2023-Q1,,1.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2023-Q2,,2.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2023-Q3,,3.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2023-Q4,,1.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2024-Q1,,3.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2024-Q2,,-0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2024-Q3,,1.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2024-Q4,,-1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2025-Q1,,6.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2025-Q2,,2.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2025-Q3,,-0.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CY,Cyprus,2025-Q4,,-0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2008-Q2,,4.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2008-Q3,,1.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2008-Q4,,-0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2009-Q1,,-2.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2009-Q2,,-3.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2009-Q3,,-1.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2009-Q4,,-0.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2010-Q1,,0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2010-Q2,,0.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2010-Q3,,-0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2010-Q4,,0.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2011-Q1,,0.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2011-Q2,,0.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2011-Q3,,-0.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2011-Q4,,-0.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2012-Q1,,-0.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2012-Q2,,0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2012-Q3,,-0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2012-Q4,,-0.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2013-Q1,,0.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2013-Q2,,0.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2013-Q3,,-0.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2013-Q4,,-0.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2014-Q1,,1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2014-Q2,,0.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2014-Q3,,0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2014-Q4,,0.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2015-Q1,,1.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2015-Q2,,0.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2015-Q3,,1.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2015-Q4,,1.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2016-Q1,,1.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2016-Q2,,1.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2016-Q3,,2.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2016-Q4,,4.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2017-Q1,,2.8,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2017-Q2,,2.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2017-Q3,,1.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2017-Q4,,1.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2018-Q1,,2.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2018-Q2,,2.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2018-Q3,,2.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2018-Q4,,2.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2019-Q1,,2.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2019-Q2,,2.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2019-Q3,,2.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2019-Q4,,2.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2020-Q1,,1.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2020-Q2,,1.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2020-Q3,,2.5,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2020-Q4,,2.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2021-Q1,,6.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2021-Q2,,5.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2021-Q3,,6.6,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2021-Q4,,5.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2022-Q1,,4.0,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2022-Q2,,3.9,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2022-Q3,,1.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2022-Q4,,-2.1,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2023-Q1,,-1.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2023-Q2,,-0.7,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2023-Q3,,0.4,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2023-Q4,,0.3,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2024-Q1,,1.2,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,RCH_Q,Quarterly rate of change,CZ,Czechia,2024-Q2,,2.4,,,,,
