STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,purchase,Purchases,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2009-Q4,,,,,,N,not for publication
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2010-Q1,,96.33,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2010-Q2,,99.89,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2010-Q3,,101.64,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2010-Q4,,102.14,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2011-Q1,,101.66,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2011-Q2,,105.33,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2011-Q3,,107.17,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2011-Q4,,107.54,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2012-Q1,,109.34,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2012-Q2,,109.49,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2012-Q3,,113.65,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2012-Q4,,114.17,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2013-Q1,,113.83,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2013-Q2,,118.88,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2013-Q3,,118.83,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2013-Q4,,117.35,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2014-Q1,,118.97,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2014-Q2,,121.96,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2014-Q3,,122.42,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2014-Q4,,122.98,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2015-Q1,,127.58,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2015-Q2,,128.64,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2015-Q3,,129.77,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2015-Q4,,128.52,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2016-Q1,,132.28,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2016-Q2,,136.25,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2016-Q3,,137.86,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2016-Q4,,138.70,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2017-Q1,,141.39,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2017-Q2,,144.66,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2017-Q3,,146.40,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2017-Q4,,145.47,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2018-Q1,,149.28,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2018-Q2,,153.52,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2018-Q3,,155.14,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2018-Q4,,156.35,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2019-Q1,,157.57,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2019-Q2,,162.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2019-Q3,,164.81,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2019-Q4,,166.14,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2020-Q1,,170.18,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2020-Q2,,172.92,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2020-Q3,,179.23,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2020-Q4,,178.87,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2021-Q1,,188.14,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2021-Q2,,196.71,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2021-Q3,,201.73,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2021-Q4,,206.42,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2022-Q1,,216.52,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2022-Q2,,223.26,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2022-Q3,,227.52,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2022-Q4,,217.81,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2023-Q1,,215.58,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2023-Q2,,214.13,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2023-Q3,,212.07,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2023-Q4,,207.28,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2024-Q1,,204.23,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2024-Q2,,211.26,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2024-Q3,,211.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2024-Q4,,208.51,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2025-Q1,,211.31,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2025-Q2,,214.04,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2025-Q3,,214.81,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",AT,Austria,2025-Q4,,216.49,,p,provisional,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2005-Q1,,72.31,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2005-Q2,,74.46,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2005-Q3,,78.01,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2005-Q4,,79.97,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2006-Q1,,81.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2006-Q2,,83.90,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2006-Q3,,86.99,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2006-Q4,,87.70,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2007-Q1,,89.80,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2007-Q2,,91.91,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2007-Q3,,94.06,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2007-Q4,,94.70,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2008-Q1,,95.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2008-Q2,,96.83,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2008-Q3,,98.87,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2008-Q4,,97.69,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2009-Q1,,96.45,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2009-Q2,,95.70,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2009-Q3,,98.48,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2009-Q4,,97.78,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2010-Q1,,98.12,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2010-Q2,,99.01,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2010-Q3,,101.64,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2010-Q4,,101.24,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2011-Q1,,101.90,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2011-Q2,,102.70,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2011-Q3,,104.95,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2011-Q4,,104.47,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2012-Q1,,105.31,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2012-Q2,,105.48,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2012-Q3,,106.91,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2012-Q4,,106.55,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2013-Q1,,106.63,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2013-Q2,,106.75,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2013-Q3,,108.27,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2013-Q4,,106.74,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2014-Q1,,106.43,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2014-Q2,,106.39,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2014-Q3,,107.64,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2014-Q4,,108.03,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2015-Q1,,106.68,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2015-Q2,,107.64,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2015-Q3,,109.87,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2015-Q4,,109.47,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2016-Q1,,108.65,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2016-Q2,,109.63,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2016-Q3,,112.07,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2016-Q4,,112.48,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2017-Q1,,112.83,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2017-Q2,,113.09,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2017-Q3,,116.40,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2017-Q4,,115.51,,,,,
dataflow,ESTAT:PRC_HPI_Q(1.0),House price index (2015 = 100) - quarterly data,Q,Quarterly,DW_EXST,Purchases of existing dwellings,I10_Q,"Quarterly index, 2010=100",BE,Belgium,2018-Q1,,116.49,,,,,
